"name","ID","Apical_Buds_2h_vs_Apical_Buds_0h_p.val","Axillary_Buds_0h_vs_Apical_Buds_0h_p.val","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.val","Apical_Buds_2h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_0h_vs_Apical_Buds_0h_p.adj","Axillary_Buds_2h_vs_Axillary_Buds_0h_p.adj","Apical_Buds_2h_vs_Apical_Buds_0h_significant","Axillary_Buds_0h_vs_Apical_Buds_0h_significant","Axillary_Buds_2h_vs_Axillary_Buds_0h_significant","significant","Apical_Buds_2h_vs_Apical_Buds_0h_ratio","Axillary_Buds_0h_vs_Apical_Buds_0h_ratio","Axillary_Buds_2h_vs_Axillary_Buds_0h_ratio","Apical_Buds_0h_centered","Apical_Buds_2h_centered","Axillary_Buds_0h_centered","Axillary_Buds_2h_centered"
"A0A068LJH6_PEA","A0A068LJH6",0.300675177019839,0.536395634444819,0.00121892415428695,0.883,0.727,0.0113,FALSE,FALSE,TRUE,TRUE,0.233,0.136,-0.909,0.11,0.343,0.246,-0.662
"A0A0E3VN01_PEA","A0A0E3VN01",0.217235210940382,0.0104998690382502,0.643630330665803,0.834,0.0437,0.81,FALSE,TRUE,FALSE,TRUE,0.447,-1.1,0.144,0.44,0.887,-0.662,-0.518
"A0A0F6NG56_PEA","A0A0F6NG56",0.120068998580859,0.00038471662462972,0.008137003888068,0.738,0.00346,0.0432,FALSE,TRUE,TRUE,TRUE,-0.345,-1.14,-0.617,0.886,0.54,-0.257,-0.874
"A0A0F6NG84_PEA","A0A0F6NG84",0.254900394453355,7.41438143463763e-05,0.0621081041776046,0.854,0.00112,0.19,FALSE,TRUE,FALSE,TRUE,-0.346,-2.05,-0.546,1.36,1.02,-0.689,-1.24
"A0A0F6NGI2_PEA","A0A0F6NGI2",0.393876744453028,1.3258834541164e-07,8.51628626059581e-06,0.919,4.44e-05,0.000521,FALSE,TRUE,TRUE,TRUE,-0.316,-5.77,3.05,2.4,2.09,-3.37,-0.321
"A0A0F6NGJ4_PEA","A0A0F6NGJ4",0.839446200458788,0.00314217575420878,0.436358848400479,0.996,0.017,0.661,FALSE,TRUE,FALSE,TRUE,-0.151,-2.97,0.528,1.51,1.36,-1.45,-0.923
"A0A0F6NGK1_PEA","A0A0F6NGK1",0.833335739255246,0.0039003270047855,1.71968266197027e-05,0.996,0.0202,0.000795,FALSE,TRUE,TRUE,TRUE,0.0473,-0.862,-1.72,0.926,0.973,0.0639,-1.65
"A0A0H3WA21_PEA","A0A9D4WJ86",0.82806621671876,0.0282346796980378,0.00144130412019822,0.996,0.0934,0.0126,FALSE,FALSE,TRUE,TRUE,-0.0624,-0.739,1.17,0.102,0.0398,-0.637,0.529
"A0A0H5BV73_PEA","A0A0H5BV50",0.403040101489688,0.789689527393034,0.00157411727198559,0.923,0.895,0.0134,FALSE,FALSE,TRUE,TRUE,-0.15,0.0468,-0.701,0.206,0.0567,0.253,-0.447
"A0A0M3KL10_PEA","A0A0M3KL10",0.532059205526406,3.98603569586903e-07,8.10152821663127e-05,0.969,6.7e-05,0.00211,FALSE,TRUE,TRUE,TRUE,-0.259,-5.67,2.54,2.47,2.21,-3.2,-0.659
"A0A0M3KL11_PEA","A0A0M3KL11",0.364793834916042,5.5518259859536e-05,0.0314613111185023,0.908,0.000937,0.116,FALSE,TRUE,FALSE,TRUE,-0.3,-2.36,-0.723,1.56,1.26,-0.792,-1.52
"A0A0N7BU01_PEA","A0A0N7BU01",0.332818425114035,3.5595842991679e-06,0.0122085044610869,0.901,0.000184,0.0578,FALSE,TRUE,FALSE,TRUE,-0.252,-2.66,0.7,1.33,1.07,-1.33,-0.63
"A0A1Z2TIV8_PEA","A0A1Z2TIV8",0.703310151369482,0.0101727249907025,0.0713190722206915,0.996,0.0427,0.209,FALSE,TRUE,FALSE,TRUE,0.0929,-0.78,-0.436,0.519,0.612,-0.261,-0.697
"A0A2S1CDX8_PEA","A0A2S1CDX8",0.0653357288680044,2.2419919464228e-05,0.000257638371962772,0.639,0.000544,0.0041,FALSE,TRUE,TRUE,TRUE,-0.382,-1.53,-0.978,1.21,0.824,-0.325,-1.3
"A0A2S1CDX9_PEA","A0A2S1CDX9",0.926461742197314,0.150346470214709,0.00283343557526538,0.996,0.319,0.0204,FALSE,FALSE,TRUE,TRUE,-0.0289,-0.482,-1.14,0.582,0.553,0.0993,-1.04
"A0A2S1CDZ6_PEA","A0A9D4XNU4",0.115332355500241,0.00169494856267131,7.45360602069172e-06,0.733,0.0106,0.000492,FALSE,TRUE,TRUE,TRUE,-0.481,-1.25,2.41,0.154,-0.327,-1.09,1.32
"A0A2S1CE40_PEA","A0A2S1CE40",0.418376449523593,0.000183531184890533,8.61627015258556e-05,0.929,0.00208,0.00219,FALSE,TRUE,TRUE,TRUE,-0.18,-1.35,-1.34,1.15,0.969,-0.198,-1.54
"A0A2S1CE99_PEA","A0A2S1CE99",0.472018880364912,2.73779077388299e-05,0.123139980836767,0.953,0.000602,0.303,FALSE,TRUE,FALSE,TRUE,-0.259,-2.85,0.528,1.48,1.22,-1.37,-0.842
"A0A2S1CEA3_PEA","A0A2S1CEA3",0.232634981347955,0.000474683958170662,0.0573320735649464,0.845,0.00404,0.179,FALSE,TRUE,FALSE,TRUE,-0.29,-1.25,-0.445,0.884,0.594,-0.369,-0.814
"A0A2S1CEB5_PEA","A0A0F6NFX1",0.338774386086125,1.70502858627724e-05,0.44764110785949,0.901,0.000459,0.672,FALSE,TRUE,FALSE,TRUE,-0.282,-2.45,0.198,1.36,1.08,-1.09,-0.895
"A0A2S1CEC8_PEA","A0A2S1CEC8",0.408823409770386,0.000117895180290842,0.377525145415073,0.926,0.00153,0.613,FALSE,TRUE,FALSE,TRUE,-0.248,-1.93,-0.237,1.19,0.94,-0.747,-0.985
"A0A2S1CEE0_PEA","A0A2S1CEE0",0.0256938797988499,2.47677938002765e-06,0.375573318372188,0.509,0.000151,0.612,FALSE,TRUE,FALSE,TRUE,-0.588,-2.46,0.182,1.45,0.865,-1.01,-0.826
"A0A2S1CEG9_PEA","A0A2S1CEG9",0.114743008522536,0.00274754090482359,0.0463502929711055,0.733,0.0153,0.154,FALSE,TRUE,FALSE,TRUE,-1.68,-4,1.99,2.1,0.42,-1.9,0.0864
"A0A2S1CEH5_PEA","A0A2S1CEH5",0.404939648223272,0.000232577639973097,0.0018681813136695,0.924,0.00242,0.0152,FALSE,TRUE,TRUE,TRUE,-0.284,-2,-1.3,1.52,1.24,-0.476,-1.77
"A0A2U3TA33_PEA","A0A2U3TA33",0.0499436289494421,1.25633785606158e-07,3.60214263357536e-05,0.594,4.44e-05,0.00124,FALSE,TRUE,TRUE,TRUE,-0.753,-5.42,2.35,2.52,1.77,-2.9,-0.55
"A0A386K171_PEA","A0A386K0X0",0.479983214447696,0.000125223101806964,0.00488721451376484,0.954,0.0016,0.0302,FALSE,TRUE,TRUE,TRUE,-0.17,1.55,-0.78,-0.584,-0.754,0.962,0.181
"A0A7H0S597_PEA","A0A7H0S597",0.678928937857982,0.0947914940971301,0.00267768336225865,0.996,0.231,0.0196,FALSE,FALSE,TRUE,TRUE,-0.131,-0.574,1.15,0.035,-0.0956,-0.539,0.612
"A0A8A4HHB1_PEA","A0A8A4HHB1",0.627464654452773,0.000556603187128373,0.000824032045352656,0.994,0.00457,0.00857,FALSE,TRUE,TRUE,TRUE,0.108,-1.16,0.979,0.337,0.445,-0.825,0.154
"A0A8A4HHX1_PEA","A0A8A4HHX1",0.0243440699149515,0.000540552026955595,0.170609564974908,0.504,0.00445,0.376,FALSE,TRUE,FALSE,TRUE,0.469,0.931,-0.229,-0.573,-0.104,0.358,0.128
"A0A8A4HIF1_PEA","A0A8A4HIF1",0.953325165711133,0.00019449082763466,0.000105630560019717,0.996,0.00217,0.00247,FALSE,TRUE,TRUE,TRUE,-0.017,-1.78,1.74,0.503,0.486,-1.28,0.458
"A0A8A4HIW7_PEA","A0A8A4HIW7",0.265811340921552,0.0257112017004129,0.000145266417032867,0.86,0.0869,0.00297,FALSE,FALSE,TRUE,TRUE,0.251,-0.57,1.24,-0.0956,0.155,-0.666,0.574
"A0A8A4HKI2_PEA","A0A8A4HKI2",0.133318062718119,0.000135622072949417,0.000981832111591296,0.754,0.00169,0.00969,FALSE,TRUE,TRUE,TRUE,-0.354,1.42,-0.946,-0.418,-0.772,0.998,0.0525
"A0A8A4HKN7_PEA.1","A0A8A4HKN7",0.527454090306335,0.0040557644862828,0.0338931693565336,0.968,0.0209,0.122,FALSE,TRUE,FALSE,TRUE,-0.59,-3.52,2.03,1.53,0.936,-1.99,0.0388
"A0A9D4VEX7_PEA","A0A9D4VEX7",0.910441099211305,0.0696232454930069,0.000736981168875238,0.996,0.184,0.00807,FALSE,FALSE,TRUE,TRUE,0.0382,-0.687,1.53,-0.054,-0.0158,-0.741,0.792
"A0A9D4VF95_PEA.1","A0A9D4VF16",0.744304455331471,0.0220087473112634,0.00466438701235187,0.996,0.0774,0.0292,FALSE,FALSE,TRUE,TRUE,0.158,-1.32,1.61,0.237,0.395,-1.08,0.526
"A0A9D4VFB3_PEA","A0A9D4VFB3",0.689759638272026,0.000668838627742305,0.277108662274238,0.996,0.0052,0.513,FALSE,TRUE,FALSE,TRUE,0.0878,1.12,-0.221,-0.575,-0.487,0.546,0.325
"A0A9D4VFD8_PEA","A0A9D4VFD8",0.906840074021372,0.000650569924340441,0.00295354887230661,0.996,0.00514,0.0211,FALSE,TRUE,TRUE,TRUE,0.0251,-1.1,0.774,0.384,0.409,-0.719,0.0544
"A0A9D4VFF3_PEA","A0A9D4VFF3",0.149456821394939,0.0014913670477501,0.043239498645242,0.776,0.00955,0.147,FALSE,TRUE,FALSE,TRUE,0.319,0.935,-0.428,-0.48,-0.161,0.455,0.0264
"A0A9D4VFW9_PEA","A0A9D4VFW9",0.201746705132817,3.84542565167269e-05,0.0300989762384991,0.821,0.000744,0.112,FALSE,TRUE,FALSE,TRUE,0.238,1.36,-0.401,-0.696,-0.459,0.662,0.261
"A0A9D4VG63_PEA","A0A9D4VG63",0.0149728353989384,8.35001131290631e-05,0.000314501629311223,0.437,0.00121,0.00466,FALSE,TRUE,TRUE,TRUE,-0.669,-1.56,1.16,0.718,0.0488,-0.842,0.314
"A0A9D4VG67_PEA","A0A9D4VG67",0.481556596608846,0.149387563123087,0.00471185074096185,0.955,0.318,0.0293,FALSE,FALSE,TRUE,TRUE,-0.19,-0.41,0.884,0.0346,-0.156,-0.376,0.508
"A0A9D4VG90_PEA","A0A9D4VG90",0.270106917026529,0.0314942453197343,0.000227497025225642,0.864,0.102,0.00378,FALSE,FALSE,TRUE,TRUE,0.188,-0.411,0.88,-0.0672,0.121,-0.478,0.402
"A0A9D4VG97_PEA","A0A9D4VG97",0.927381680231988,0.00926486636514633,0.0587297185112306,0.996,0.0398,0.183,FALSE,TRUE,FALSE,TRUE,-0.0708,-2.54,1.48,1,0.932,-1.54,-0.0621
"A0A9D4VGB1_PEA","A0A9D4VGB1",0.352977153778621,0.00417546536991232,0.138134153198808,0.904,0.0213,0.327,FALSE,TRUE,FALSE,TRUE,-0.207,-0.824,0.309,0.422,0.214,-0.402,-0.0932
"A0A9D4VGC5_PEA","A0A9D4VGC5",0.421630030607815,0.0139510771209184,0.000112997125804416,0.929,0.0544,0.00256,FALSE,FALSE,TRUE,TRUE,0.152,0.56,-1.1,-0.0463,0.106,0.513,-0.589
"A0A9D4VGF9_PEA","A0A9D4VI14",0.0257029774896386,6.44396472416673e-08,6.78282974220141e-08,0.509,3.82e-05,4.86e-05,FALSE,TRUE,TRUE,TRUE,0.478,-3.16,2.81,0.827,1.31,-2.33,0.476
"A0A9D4VGH0_PEA","A0A9D4VGH0",0.382139958245882,8.55189138866533e-06,0.0423800440098594,0.917,0.000322,0.145,FALSE,TRUE,FALSE,TRUE,-0.198,-2.07,0.459,1.06,0.861,-1.01,-0.554
"A0A9D4VGJ8_PEA","A0A9D4VGJ8",0.410484677629835,0.00976861443301894,0.00267653034501061,0.928,0.0415,0.0196,FALSE,TRUE,TRUE,TRUE,0.202,0.777,-0.88,-0.239,-0.0371,0.538,-0.342
"A0A9D4VGK0_PEA","A0A9D4VGK0",0.23683725170672,0.748808023032265,0.00153540875717716,0.846,0.871,0.0132,FALSE,FALSE,TRUE,TRUE,0.282,0.0732,-0.916,0.133,0.415,0.206,-0.709
"A0A9D4VGL4_PEA","A0A9D4VGL4",0.998043360362074,0.179451987913595,0.00329052343620325,1,0.36,0.0228,FALSE,FALSE,TRUE,TRUE,0.00238,1.38,-3.44,0.183,0.186,1.57,-1.87
"A0A9D4VGM4_PEA","A0A9D4VGM4",0.975349363421659,0.000369181087322057,0.00157059133334912,0.996,0.00337,0.0134,FALSE,TRUE,TRUE,TRUE,-0.00678,-1.23,0.879,0.432,0.425,-0.796,0.0828
"A0A9D4VGM5_PEA","A0A9D4VGM5",0.451177889251573,0.953505049785067,0.000675797520582071,0.938,0.978,0.00754,FALSE,FALSE,TRUE,TRUE,0.366,-0.0278,2.18,-0.68,-0.314,-0.708,1.48
"A0A9D4VGR1_PEA","A0A9D4VGR1",0.0771819453274677,0.00946415480042229,0.029857816505816,0.669,0.0404,0.112,FALSE,TRUE,FALSE,TRUE,1.33,2.21,-1.54,-1.15,0.18,1.06,-0.479
"A0A9D4VGR2_PEA","A0A9D4VGR2",0.340491549413905,0.209008600430984,0.00176752192863266,0.903,0.399,0.0146,FALSE,FALSE,TRUE,TRUE,-0.193,-0.26,-0.772,0.405,0.212,0.145,-0.627
"A0A9D4VGU5_PEA","A0A9D4VGU5",0.501762028699304,0.000424459375784726,0.000179806421535638,0.96,0.00372,0.00329,FALSE,TRUE,TRUE,TRUE,-0.179,-1.44,1.46,0.435,0.257,-1,0.454
"A0A9D4VH07_PEA","A0A9D4VFB6",0.182921861260571,0.0107756712154993,0.0119587508350527,0.801,0.0445,0.0567,FALSE,TRUE,FALSE,TRUE,1.39,3.14,-2.75,-1.34,0.0512,1.79,-0.952
"A0A9D4VH19_PEA","A0A9D4VH19",0.806582652909781,0.00340483850482709,0.169169682078714,0.996,0.0181,0.374,FALSE,TRUE,FALSE,TRUE,-0.193,-3.09,1.03,1.46,1.27,-1.63,-0.606
"A0A9D4VH76_PEA","A0A9D4VH76",0.0933714340553119,0.00322116340596367,0.847214294584459,0.698,0.0173,0.928,FALSE,TRUE,FALSE,TRUE,1.1,2.38,0.103,-1.63,-0.526,0.754,0.857
"A0A9D4VH92_PEA","A0A9D4VH92",0.473569811519997,0.00114530005601089,0.0173458414153607,0.953,0.00773,0.0755,FALSE,TRUE,FALSE,TRUE,-0.149,-0.965,-0.527,0.711,0.561,-0.254,-0.781
"A0A9D4VHL1_PEA","A0A9D4VHL1",0.173924081495695,4.3102204943572e-06,0.00866618552319068,0.792,0.000201,0.045,FALSE,TRUE,TRUE,TRUE,-0.426,-3.02,0.874,1.53,1.1,-1.5,-0.622
"A0A9D4VHQ6_PEA","A0A9D4VHQ6",0.879782425421691,0.0048925247761783,0.000174700443284614,0.996,0.024,0.00323,FALSE,TRUE,TRUE,TRUE,0.0356,0.868,-1.31,-0.125,-0.0897,0.743,-0.57
"A0A9D4VHR3_PEA","A0A9D4VHR3",0.0365171455683813,0.00157967592404874,0.0846591785526452,0.565,0.01,0.236,FALSE,TRUE,FALSE,TRUE,1.87,3.46,-1.31,-2.04,-0.17,1.42,0.107
"A0A9D4VHS1_PEA","A0A9D4VHS1",0.925376501760727,0.000960280243292813,0.00370187131865025,0.996,0.00681,0.0249,FALSE,TRUE,TRUE,TRUE,-0.0497,-2.57,1.84,0.912,0.863,-1.65,0.184
"A0A9D4VHS4_PEA","A0A9D4VHS4",0.0151701592382025,0.116861116753844,0.00632540607919365,0.437,0.268,0.0364,FALSE,FALSE,TRUE,TRUE,2.48,-1.42,2.64,-0.62,1.86,-2.04,0.595
"A0A9D4VHX6_PEA","A0A9D4VHX6",0.0222046202920733,0.0133071792951175,0.00337677298874468,0.491,0.0525,0.0231,FALSE,FALSE,TRUE,TRUE,-0.71,-0.794,-0.919,0.877,0.167,0.0837,-0.835
"A0A9D4VI11_PEA","A0A9D4VI11",0.406756082361656,0.0245657737957348,0.00606185574936145,0.925,0.0842,0.0353,FALSE,FALSE,TRUE,TRUE,0.244,0.764,0.911,-0.732,-0.488,0.0323,0.944
"A0A9D4VI25_PEA","A0A9D4VI25",0.0850764450854568,0.00105161400333414,0.14662926780076,0.681,0.00728,0.34,FALSE,TRUE,FALSE,TRUE,0.329,0.828,-0.241,-0.475,-0.147,0.352,0.111
"A0A9D4VI29_PEA","A0A9D4VI29",0.0283131992652045,4.11469512305607e-07,8.34191800855963e-08,0.524,6.76e-05,4.95e-05,FALSE,TRUE,TRUE,TRUE,0.536,2.88,-3.14,-0.86,-0.324,2.02,-1.12
"A0A9D4VI35_PEA","A0A9D4VI35",0.607972897536333,0.47194715204486,0.00889231352294552,0.993,0.671,0.0457,FALSE,FALSE,TRUE,TRUE,-0.36,-0.509,-2.05,0.936,0.576,0.427,-1.63
"A0A9D4VI45_PEA","A0A9D4VI45",0.180765827209537,0.00368905687782576,0.0163173669349991,0.798,0.0193,0.0718,FALSE,TRUE,FALSE,TRUE,-0.339,-0.928,0.624,0.429,0.0895,-0.5,0.124
"A0A9D4VI99_PEA","A0A9D4VI99",0.843258914302065,5.09158115768306e-06,0.000603408121558539,0.996,0.000222,0.007,FALSE,TRUE,TRUE,TRUE,-0.0385,1.95,-0.905,-0.807,-0.846,1.14,0.24
"A0A9D4VIA5_PEA","A0A9D4VIA5",0.308250802064928,9.81861553320724e-06,1.38836697412617e-05,0.89,0.000353,0.000687,FALSE,TRUE,TRUE,TRUE,-0.19,1.66,-1.42,-0.468,-0.658,1.2,-0.226
"A0A9D4VIF9_PEA","A0A9D4VIF9",0.670889097007339,0.0364363278805813,0.00735187802040634,0.996,0.113,0.0401,FALSE,FALSE,TRUE,TRUE,0.126,-0.713,0.902,0.108,0.234,-0.604,0.298
"A0A9D4VIH0_PEA.1","A0A9D4VIH0",0.050957776595065,0.0853295818592785,0.00172674437284847,0.595,0.214,0.0144,FALSE,FALSE,TRUE,TRUE,-1.74,1.49,-3.1,0.507,-1.23,2,-1.1
"A0A9D4VIH4_PEA.1","A0A9D4ZV35",0.972909615592862,0.0183101125390187,0.00457180115427494,0.996,0.067,0.0288,FALSE,FALSE,TRUE,TRUE,0.0141,-1.18,1.39,0.262,0.276,-0.918,0.468
"A0A9D4VIM9_PEA","A0A9D4VIM9",0.245859200626647,0.0359362296200298,1.17131508347732e-05,0.848,0.112,0.000623,FALSE,FALSE,TRUE,TRUE,-0.296,0.593,-1.97,0.294,-0.00199,0.887,-1.08
"A0A9D4VIN0_PEA","A0A9D4VIN0",0.905223049497123,2.75292069013572e-05,5.8456253903524e-05,0.996,0.000603,0.00172,FALSE,TRUE,TRUE,TRUE,-0.0275,-1.86,1.5,0.612,0.584,-1.25,0.255
"A0A9D4VIN7_PEA","A0A9D4VIN7",0.919982844432482,0.366422035629194,0.00662887939119405,0.996,0.572,0.0374,FALSE,FALSE,TRUE,TRUE,0.0213,-0.197,-0.662,0.282,0.303,0.0853,-0.576
"A0A9D4VIQ1_PEA","A0A9D4VIQ1",0.772308655531554,0.00223123731910285,0.0825336124122631,0.996,0.013,0.232,FALSE,TRUE,FALSE,TRUE,-0.255,-3.71,1.5,1.68,1.43,-2.03,-0.523
"A0A9D4VIQ2_PEA","A0A9D4VIQ2",0.49456058347896,0.00304746193154638,0.271620964347261,0.96,0.0165,0.507,FALSE,TRUE,FALSE,TRUE,0.225,1.3,-0.331,-0.68,-0.455,0.62,0.289
"A0A9D4VIV0_PEA","A0A9D4VIV0",0.74526160015609,1.04299545333602e-05,1.76385414076039e-06,0.996,0.000362,2e-04,FALSE,TRUE,TRUE,TRUE,-0.0765,2.15,-2.41,-0.492,-0.568,1.66,-0.759
"A0A9D4VIY3_PEA","A0A9D5B715",0.138782029423059,0.0103041831285116,0.00105430007140947,0.763,0.0431,0.0102,FALSE,TRUE,TRUE,TRUE,0.489,-0.987,1.31,0.0463,0.536,-0.941,0.374
"A0A9D4VIY4_PEA.1","A0A9D4VIY4",0.0403470000149222,0.0395107156317195,0.00100587362044028,0.57,0.12,0.00985,FALSE,FALSE,TRUE,TRUE,-1.29,-1.3,-2.36,1.7,0.412,0.405,-1.95
"A0A9D4VJ11_PEA","A0A9D4VJ11",0.326638068067953,0.00181868280916211,0.0616645752755526,0.9,0.0112,0.189,FALSE,TRUE,FALSE,TRUE,0.163,0.706,-0.303,-0.347,-0.184,0.359,0.0563
"A0A9D4VJ29_PEA","A0A9D4VIU5",0.393526460106638,0.000213392208380445,0.000415864348058851,0.918,0.00228,0.00556,FALSE,TRUE,TRUE,TRUE,0.17,-1.18,0.957,0.336,0.506,-0.843,0.114
"A0A9D4VJ73_PEA","A0A9D4VJ73",0.640432517696266,9.76997871805158e-05,0.200274568983333,0.996,0.00134,0.418,FALSE,TRUE,FALSE,TRUE,-0.114,-1.65,0.294,0.849,0.735,-0.798,-0.504
"A0A9D4VJD8_PEA","A0A9D4VJD8",0.200754485760624,3.08820685255562e-05,0.0131124627684807,0.82,0.000642,0.0612,FALSE,TRUE,FALSE,TRUE,-0.383,-2.25,0.775,1.12,0.737,-1.13,-0.354
"A0A9D4VJH4_PEA","A0A9D4VJH4",0.874385675799846,2.49602221575467e-07,6.73654514422321e-06,0.996,5.5e-05,0.000456,FALSE,TRUE,TRUE,TRUE,0.0405,-3.77,2.22,1.44,1.48,-2.33,-0.11
"A0A9D4VJL7_PEA","A0A9D4VJL7",0.823283278054687,0.00114145404548239,0.0117123272596103,0.996,0.00771,0.0561,FALSE,TRUE,FALSE,TRUE,0.0482,1.02,-0.602,-0.403,-0.355,0.613,0.0107
"A0A9D4VJQ2_PEA","A0A9D4VJQ2",0.501401143559295,0.000241955961967393,0.0125096550118689,0.96,0.00249,0.0589,FALSE,TRUE,FALSE,TRUE,-0.245,-2.14,0.99,0.963,0.718,-1.17,-0.185
"A0A9D4VJQ6_PEA","A0A9D4VJQ6",0.961212835140783,0.000690081250103867,0.000160055616690776,0.996,0.00534,0.00311,FALSE,TRUE,TRUE,TRUE,-0.0124,-1.3,1.44,0.319,0.307,-0.979,0.46
"A0A9D4VJW7_PEA","A0A9D4VJW7",0.9655306710907,0.748122682921514,0.00994907520014394,0.996,0.87,0.0497,FALSE,FALSE,TRUE,TRUE,0.0487,-0.363,3.25,-0.703,-0.654,-1.07,2.19
"A0A9D4VJY1_PEA","A0A9D4VJY1",0.56196490008186,0.00022930471157547,0.0013507228475902,0.981,0.0024,0.0121,FALSE,TRUE,TRUE,TRUE,0.17,1.74,-1.19,-0.669,-0.5,1.07,-0.121
"A0A9D4VJY3_PEA","A0A9D4VJY3",0.688447180219203,0.0141467596478785,0.000137190462879549,0.996,0.055,0.00285,FALSE,FALSE,TRUE,TRUE,-0.111,-0.829,1.59,0.048,-0.0631,-0.781,0.812
"A0A9D4VJZ4_PEA","A0A9D4VJZ4",0.577233857319623,0.767491793549028,0.00211602915932199,0.988,0.883,0.0166,FALSE,FALSE,TRUE,TRUE,0.174,0.0917,1.18,-0.419,-0.245,-0.327,0.852
"A0A9D4VK39_PEA","A0A9D4VK39",0.0757678501662309,4.64611198896403e-05,6.06827969339998e-05,0.667,0.00084,0.00174,FALSE,TRUE,TRUE,TRUE,-0.528,-2.01,1.73,0.768,0.24,-1.24,0.491
"A0A9D4VK59_PEA","A0A9D4VK59",0.297827009585475,0.000136280847312622,0.0724324448920344,0.883,0.00169,0.211,FALSE,TRUE,FALSE,TRUE,0.307,1.84,-0.509,-0.949,-0.642,0.892,0.383
"A0A9D4VK68_PEA","A0A9D4VK68",0.88813504801703,0.0190816507112249,0.00572076674806579,0.996,0.0691,0.034,FALSE,FALSE,TRUE,TRUE,0.103,-2.06,2.35,0.456,0.559,-1.6,0.741
"A0A9D4VKF6_PEA","A0A9D4VKF6",0.956731447909821,0.463695736233326,0.000698799482363193,0.996,0.665,0.00772,FALSE,FALSE,TRUE,TRUE,0.0112,-0.153,0.937,-0.175,-0.164,-0.328,0.608
"A0A9D4VKF8_PEA","A0A9D4VKF8",0.08965868931634,3.86174936967738e-05,0.000196170880555618,0.692,0.000745,0.00342,FALSE,TRUE,TRUE,TRUE,0.41,1.69,-1.21,-0.705,-0.295,0.986,-0.221
"A0A9D4VKP5_PEA","A0A9D4VKP5",6.56887935543247e-05,4.42579981022804e-07,0.0015190031431934,0.039,6.83e-05,0.0131,TRUE,TRUE,TRUE,TRUE,2.33,4.47,-1.31,-2.71,-0.381,1.75,0.438
"A0A9D4VKT9_PEA","A0A9D4VKT9",0.444210741708802,0.007437278533381,0.278057586505928,0.935,0.0336,0.514,FALSE,TRUE,FALSE,TRUE,-0.485,-2.12,0.627,1.12,0.635,-1,-0.377
"A0A9D4VKW3_PEA","A0A9D4VKW3",0.619943414480107,0.000797892348585798,0.100992119292817,0.993,0.00595,0.266,FALSE,TRUE,FALSE,TRUE,0.115,1.15,-0.369,-0.558,-0.443,0.592,0.223
"A0A9D4VKW4_PEA","A0A9D4VKW4",0.706940287761289,0.212970633348878,0.00103607288034091,0.996,0.404,0.0101,FALSE,FALSE,TRUE,TRUE,-0.082,-0.284,-0.929,0.431,0.349,0.147,-0.782
"A0A9D4VL16_PEA","A0A9D4VL16",0.261755972954711,0.0099988241484109,5.56152301257542e-05,0.857,0.0421,0.00167,FALSE,TRUE,TRUE,TRUE,-0.326,-0.9,1.83,0.0819,-0.245,-0.819,1.01
"A0A9D4VL38_PEA","A0A9D4VL38",0.415972285728063,3.41880319808725e-06,1.53585257391386e-06,0.929,0.000181,0.000191,FALSE,TRUE,TRUE,TRUE,0.171,2.18,-2.16,-0.646,-0.475,1.53,-0.626
"A0A9D4VL64_PEA","A0A9D4VJE2",0.0218313915510558,0.00010281840772341,0.0082884685391837,0.49,0.0014,0.0436,FALSE,TRUE,TRUE,TRUE,-0.785,-1.93,0.859,1.03,0.247,-0.897,-0.0384
"A0A9D4VL77_PEA","A0A9D4VK25",0.0649658090967984,3.11264519579899e-05,7.10973998229441e-06,0.639,0.000642,0.000477,FALSE,TRUE,TRUE,TRUE,0.362,1.39,-1.51,-0.445,-0.0825,0.945,-0.565
"A0A9D4VLC4_PEA","A0A9D4VLC4",0.620704171568072,0.000124044705202447,0.272358001166245,0.993,0.00159,0.508,FALSE,TRUE,FALSE,TRUE,-0.152,-2,0.312,1.05,0.896,-0.953,-0.641
"A0A9D4VLE3_PEA.1","A0A9D4VLE3",0.546752930517502,0.000840954598879052,0.00271969126575109,0.974,0.00617,0.0199,FALSE,TRUE,TRUE,TRUE,-0.291,-2.36,1.75,0.891,0.599,-1.47,0.277
"A0A9D4VLF1_PEA","A0A9D4VLF1",0.756679633628948,0.189378306552242,0.00140171193888802,0.996,0.373,0.0124,FALSE,FALSE,TRUE,TRUE,-0.063,0.281,-0.827,0.0893,0.0263,0.37,-0.456
"A0A9D4VLH4_PEA","A0A9D4VLH4",3.63827583971574e-07,2.1661742677322e-07,0.0045694168939887,0.0014,5.22e-05,0.0288,TRUE,TRUE,TRUE,TRUE,3.2,3.42,0.763,-2.95,0.258,0.472,1.23
"A0A9D4VLJ4_PEA","A0A9D4VLJ4",0.0350056021085143,0.844548135646901,0.00120728293477122,0.556,0.924,0.0112,FALSE,FALSE,TRUE,TRUE,-0.826,-0.0664,-1.41,0.647,-0.179,0.581,-0.833
"A0A9D4VLV9_PEA","A0A9D4VLV9",0.580898100861309,0.00786877552227569,0.0130985651387738,0.989,0.035,0.0612,FALSE,TRUE,FALSE,TRUE,-0.135,0.817,-0.66,-0.229,-0.364,0.588,-0.0721
